"","years","jugador","name","pos","bat","lan","exp","pais","estado","ciudad"
"970","1990-91","B. Drahman","Brian Stacy Drahman","P","D","D","1","USA","Kentucky","Kenton"
"971","1990-91","L. Figueredo","Luis Figueredo","C","D","D","2","Venezuela","D.F.","Caracas"
"972","1990-91","L. Galindo","Luis Galindo","IF","D","D","4","Venezuela","Anzoategui","Barcelona"
"973","1990-91","R. Garces","Robinson Garces","P","Z","Z","7","Venezuela","Zulia","Maracaibo"
"974","1990-91","J. Guarache","José Guarache","1B","D","D","4","Venezuela","Anzoategui","Puerto Piritu"
"975","1990-91","B. Haselman","William Joseph Haselman","C","D","D","1","USA","Nueva Jersey","Long Branch"
"976","1990-91","A. Hernández","Ángel Hernández","CF","D","D","17","Venezuela","Aragua","Maracay"
"977","1990-91","C. Hernández","Carlos Hernández","P","D","D","7","Venezuela","Vargas","La Guaira"
"978","1990-91","M. Huisman","Mark Lawrence Huismann","P","D","D","1","USA","Colorado","Littleton"
"979","1990-91","T. Liendo","Temistocles Liendo","CF","D","D","1","Venezuela","Vargas","La Sabana"
"980","1990-91","F. Lira","Antonio Felipe Lira","P","D","D","2","Venezuela","Miranda","Santa Teresa del Tuy"
"981","1990-91","L. Lunar","Luis Lunar","P","D","D","15","Venezuela","Anzoategui","Anaco"
"982","1990-91","J. Marchan","José Marchan","CF","Z","Z","1","Venezuela","Anzoategui","El Tigre"
"983","1990-91","E. Marquez","Edwin Marquez","C","D","D","8","Venezuela","Anzoategui","Puerto la Cruz"
"984","1990-91","C. Martínez","Carlos Alberto Escobar Martínez","IF","D","D","8","Venezuela","Vargas","La Guaira"
"985","1990-91","R. Martínez","Romulo Martínez","IF","D","D","2","Venezuela","Vargas","La Guaira"
"986","1990-91","T. Mathews","Terry Alan Mathews","P","Z","D","1","USA","Luisiana","Alexandria"
"987","1990-91","J. Monzon","José Monzon","C","D","D","4","Venezuela","Vargas","La Guaira"
"988","1990-91","F. Muñoz","Francisco Muñoz","P","D","D","4","Venezuela","Aragua","Maracay"
"989","1990-91","H. Ortega","Hector Ortega","CF","D","D","2","Venezuela","Carabobo","Puerto Cabello"
"990","1990-91","D. Owens","Dave Owens","P","A","D","1","USA","Texas","Cleburne"
"991","1990-91","J. Padilla","Juan Padilla","CF","","","5","Venezuela","Anzoategui","Cantaura"
"992","1990-91","R. Pérez Tovar","Raúl Pérez Tovar","CF","D","D","13","Venezuela","D.F.","Caracas"
"993","1990-91","G. Perschke","Gregory Perschke","P","D","D","1","USA","Indiana","La Ponte"
"994","1990-91","G. Pinto","Gustavo Pinto","P","D","D","4","Venezuela","Miranda","Higuerote"
"995","1990-91","G. Polidor","Gustavo Adolfo Polidor González","IF","D","D","10","Venezuela","D.F.","Caracas"
"996","1990-91","J. Quero","Juan Quero","P","Z","Z","3","Venezuela","Falcon","Punto Fijo"
"997","1990-91","J. Ramos","José Luis Ramos","P","Z","Z","5","Venezuela","Sucre","Cumana"
"998","1990-91","L. Salazar","Luis Enrique Salazar","IF","D","D","6","Venezuela","Monagas","San Antonio"
"999","1990-91","M. Soto","Miguel Soto","C","D","D","1","Venezuela","Zulia","Maracaibo"
"1000","1990-91","C. Subero","Carlos I. Subero","IF","A","D","1","Venezuela","D.F.","Caracas"
"1001","1990-91","F. Torres","Freddy Torres","IF","D","D","2","Venezuela","Aragua","Maracay"
"1002","1990-91","P. Tovar","Paul Tovar","P","Z","Z","2","Desconocido","",""
"1003","1990-91","L. Vázquez","Luis Eduardo Vázquez","P","D","D","5","Venezuela","Bolivar","Ciudad Bolivar"
"1004","1991-92","A. Álvarez","Alejandro Álvarez","P","","","3","Venezuela","D.F.","Caracas"
"1005","1991-92","R. Amaro","Ruben Amaro Jr.","CF","A","D","3","USA","Pensilnavia","Philadelphia"
"1006","1991-92","C. Beasley","Christopher Charles Beasley","P","D","D","2","USA","Tennessee","Jackson"
"1007","1991-92","A. Brown","Anthony Brown","1B","D","D","1","USA","",""
"1008","1991-92","F. Campos","Frank Campos","P","D","D","6","Venezuela","D.F.","Caracas"
"1009","1991-92","H. Campos","Hector Campos","P","D","D","1","Venezuela","Delta Amacuro","Tucupita"
"1010","1991-92","J. Cardona","José Cardona","P","D","D","4","Venezuela","Vargas","La Sabana"
"1011","1991-92","N. Carrasco","Norman Rafael Carrasco","2B","D","D","11","Venezuela","D.F.","Caracas"
"1012","1991-92","J. Cartaya","Joel Cartaya","IF","A","D","5","Venezuela","Vargas","La Sabana"
"1013","1991-92","M. Castellanos","Miguel Castellanos","IF","D","D","2","Venezuela","Zulia","Cabimas"
"1014","1991-92","C. Curtis","Chad David Curtis","CF","D","D","1","USA","Indiana","Marion"
"1015","1991-92","M. Davis","Mark Anthony Davis","CF","D","D","2","USA","California","San Diego"
"1016","1991-92","D. Delcine","Domingo Delcine","P","D","D","3","Venezuela","Sucre","Guiria"
"1017","1991-92","L. Dorante","Luis Dorante","C","D","D","5","Venezuela","Falcon","Coro"
"1018","1991-92","M. Erb","Michael Erb","P","D","D","1","USA","California","San Diego"
"1019","1991-92","L. Figueredo","Luis Figueredo","C","D","D","3","Venezuela","D.F.","Caracas"
"1020","1991-92","L. Galindo","Luis Galindo","IF","D","D","5","Venezuela","Anzoategui","Barcelona"
"1021","1991-92","R. Garces","Robinson Garces","P","Z","Z","8","Venezuela","Zulia","Maracaibo"
"1022","1991-92","M. González","Mario González","IF","D","D","1","Venezuela","Bolivar","San Felix"
"1023","1991-92","M. Grater","Mark Anthony Grater","P","D","D","2","USA","Pensilnavia","Rochester"
"1024","1991-92","A. Hernández","Ángel Hernández","CF","D","D","18","Venezuela","Aragua","Maracay"
"1025","1991-92","S. Lewis","Scott Allen Lewis","P","D","D","1","USA","Oregon","Grants Pass"
"1026","1991-92","F. Lira","Antonio Felipe Lira","P","D","D","3","Venezuela","Miranda","Santa Teresa del Tuy"
"1027","1991-92","L. Lunar","Luis Lunar","P","D","D","16","Venezuela","Anzoategui","Anaco"
"1028","1991-92","J. Malaver","Johnny Malaver","P","D","D","1","Venezuela","Anzoategui","El Tigre"
"1029","1991-92","J. Marchan","José Marchan","CF","Z","Z","2","Venezuela","Anzoategui","El Tigre"
"1030","1991-92","E. Marquez","Edwin Marquez","C","D","D","9","Venezuela","Anzoategui","Puerto la Cruz"
"1031","1991-92","C. Martínez","Carlos Alberto Escobar Martínez","IF","D","D","9","Venezuela","Vargas","La Guaira"
"1032","1991-92","M. Matos","Malvin Matos","CF","D","D","1","Venezuela","Zulia","Bobure"
"1033","1991-92","J. Monzon","José Monzon","C","D","D","5","Venezuela","Vargas","La Guaira"
"1034","1991-92","I. Oropeza","Igor Oropeza","P","D","D","1","Venezuela","Vargas","La Guaira"
"1035","1991-92","H. Ortega","Hector Ortega","CF","D","D","3","Venezuela","Carabobo","Puerto Cabello"
"1036","1991-92","R. Pérez Tovar","Raúl Pérez Tovar","CF","D","D","14","Venezuela","D.F.","Caracas"
"1037","1991-92","R. Petit","Ricardo Petit","P","","","1","Venezuela","",""
"1038","1991-92","G. Pinto","Gustavo Pinto","P","D","D","5","Venezuela","Miranda","Higuerote"
"1039","1991-92","G. Polidor","Gustavo Adolfo Polidor González","IF","D","D","11","Venezuela","D.F.","Caracas"
"1040","1991-92","D. Powell","Dennis Clay Powell","P","D","Z","2","USA","Georgia","Moultrie"
"1041","1991-92","J. Ramos","José Luis Ramos","P","Z","Z","6","Venezuela","Sucre","Cumana"
"1042","1991-92","F. Ramsey","Fernando David Ramsey","CF","D","D","1","Panama","","Rainbow City"
"1043","1991-92","L. Salazar","Luis Ernesto Salazar García","IF","D","D","15","Venezuela","Anzoategui","Barcelona"
"1044","1991-92","L. Sánchez","Luis Mercedes Escobar Sánchez","P","D","D","15","Venezuela","Sucre","Cariaco"
"1045","1991-92","C. Scott","Charles Scott","P","","","1","Desconocido","",""
"1046","1991-92","F. Toliver","Freddie Lee Toliver","P","D","D","5","USA","Misisipi","Natchez"
"1047","1991-92","F. Torres","Freddy Torres","IF","D","D","3","Venezuela","Aragua","Maracay"
"1048","1991-92","L. Vázquez","Luis Eduardo Vázquez","P","D","D","6","Venezuela","Bolivar","Ciudad Bolivar"
"1049","1991-92","C. Young","Clifford Raphael Young","P","Z","Z","3","USA","Texas","Willis"
"1050","1991-92","J. Zerpa","Juan Zerpa","P","D","D","1","Venezuela","D.F.","CARACAS"
"1051","1992-93","A. Álvarez","Alejandro Álvarez","P","","","4","Venezuela","D.F.","Caracas"
"1052","1992-93","R. Benavente","Ronnye Benavente","P","","","1","Venezuela","D.F.","Caracas"
"1053","1992-93","C. Bermúdez","Carlos Bermúdez","P","D","D","1","Venezuela","Zulia","Maracaibo"
"1054","1992-93","K. Blankenship","Kevin De Wayne Blankenship","P","D","D","2","USA","California","Anaheim"
"1055","1992-93","F. Campos","Frank Campos","P","D","D","7","Venezuela","D.F.","Caracas"
"1056","1992-93","J. Cardona","José Cardona","P","D","D","5","Venezuela","Vargas","La Sabana"
"1057","1992-93","M. Carrera","Mahali Carrera","IF","A","D","3","Venezuela","Lara","Barquisimeto"
"1058","1992-93","M. Castellanos","Miguel Castellanos","IF","D","D","3","Venezuela","Zulia","Cabimas"
"1059","1992-93","D. Delcine","Domingo Delcine","P","D","D","4","Venezuela","Sucre","Guiria"
"1060","1992-93","W. Edwards","Wayne Maurice Edwards","P","Z","Z","1","USA","California","Burbank"
"1061","1992-93","S. Fansler","Stanley Robert Fansler","P","D","D","3","USA","Virginia Ocidental","Elkins"
"1062","1992-93","L. Galindo","Luis Galindo","IF","D","D","6","Venezuela","Anzoategui","Barcelona"
"1063","1992-93","M. González","Mario González","IF","D","D","2","Venezuela","Bolivar","San Felix"
"1064","1992-93","H. Guanchez","Harry Guanchez","1B","D","D","4","Venezuela","D.F.","Caracas"
"1065","1992-93","D. Harris","Donald Harris","CF","D","D","1","USA","Texas","Waco"
"1066","1992-93","C. Jackson","Charles Leo Jackson","IF","D","D","2","USA","Washington","Seattle"
"1067","1992-93","S. Jeter","Shawn Darrell Jeter","CF","Z","D","1","USA","Luisiana","Shreveport"
"1068","1992-93","D. Lewis","Darren Joel Lewis","CF","D","D","2","USA","California","Berkeley"
"1069","1992-93","F. Lira","Antonio Felipe Lira","P","D","D","4","Venezuela","Miranda","Santa Teresa del Tuy"
"1070","1992-93","J. Malaver","Johnny Malaver","P","D","D","2","Venezuela","Anzoategui","El Tigre"
"1071","1992-93","J. Marchan","José Marchan","CF","Z","Z","3","Venezuela","Anzoategui","El Tigre"
"1072","1992-93","E. Marquez","Edwin Marquez","C","D","D","10","Venezuela","Anzoategui","Puerto la Cruz"
"1073","1992-93","C. Martínez","Carlos Alberto Escobar Martínez","IF","D","D","10","Venezuela","Vargas","La Guaira"
"1074","1992-93","D. Masters","David Masters","P","D","D","2","USA","California","San Diego"
"1075","1992-93","M. Matos","Malvin Matos","CF","D","D","2","Venezuela","Zulia","Bobure"
"1076","1992-93","J. Monzon","José Monzon","C","D","D","6","Venezuela","Vargas","La Guaira"
"1077","1992-93","I. Oropeza","Igor Oropeza","P","D","D","2","Venezuela","Vargas","La Guaira"
"1078","1992-93","H. Ortega","Hector Ortega","CF","D","D","4","Venezuela","Carabobo","Puerto Cabello"
"1079","1992-93","I. Oviedo","Igor Oviedo","CF","D","D","1","Venezuela","Zulia","Maracaibo"
"1080","1992-93","D. Pavlas","David Lee Pavlas","P","D","D","2","Alemania","","Frankfurt"
"1081","1992-93","S. Pegues","Steven Antone Pegues","CF","D","D","1","USA","Misisipi","Pontotoc"
"1082","1992-93","R. Pérez Tovar","Raúl Pérez Tovar","CF","D","D","15","Venezuela","D.F.","Caracas"
"1083","1992-93","G. Pinto","Gustavo Pinto","P","D","D","6","Venezuela","Miranda","Higuerote"
"1084","1992-93","G. Polidor","Gustavo Adolfo Polidor González","IF","D","D","12","Venezuela","D.F.","Caracas"
"1085","1992-93","J. Ramos","José Luis Ramos","P","Z","Z","7","Venezuela","Sucre","Cumana"
"1086","1992-93","R. Robertson","Richard Wayne Robertson","P","Z","Z","1","USA","Texas","Nacogdoches"
"1087","1992-93","R. Rojas","Ricardo Rojas","P","D","D","2","Cuba","",""
"1088","1992-93","W. Rosenthal","Wayne Scott Rosenthal","P","D","D","1","USA","Nueva York","Brooklyn"
"1089","1992-93","L. Salazar","Luis Ernesto Salazar García","IF","D","D","16","Venezuela","Anzoategui","Barcelona"
"1090","1992-93","M. Soto","Miguel Soto","C","D","D","2","Venezuela","Zulia","Maracaibo"
"1091","1992-93","S. Stowell","Steve Stowell","P","","","1","Desconocido","",""
"1092","1992-93","C. Subero","Carlos I. Subero","IF","A","D","2","Venezuela","D.F.","Caracas"
"1093","1992-93","F. Torres","Freddy Torres","IF","D","D","4","Venezuela","Aragua","Maracay"
"1094","1992-93","L. Vázquez","Luis Eduardo Vázquez","P","D","D","7","Venezuela","Bolivar","Ciudad Bolivar"
"1095","1992-93","C. Young","Clifford Raphael Young","P","Z","Z","4","USA","Texas","Willis"
"1096","1993-94","A. Álvarez","Alejandro Álvarez","P","","","5","Venezuela","D.F.","Caracas"
"1097","1993-94","R. Benavente","Ronnye Benavente","P","","","2","Venezuela","D.F.","Caracas"
"1098","1993-94","C. Bermúdez","Carlos Bermúdez","P","D","D","2","Venezuela","Zulia","Maracaibo"
"1099","1993-94","J. Brown","Jarvis Ardel Brown","CF","D","D","1","USA","Illinois","Waukegan"
"1100","1993-94","F. Campos","Frank Campos","P","D","D","8","Venezuela","D.F.","Caracas"
"1101","1993-94","J. Cardona","José Cardona","P","D","D","6","Venezuela","Vargas","La Sabana"
"1102","1993-94","M. Castellanos","Miguel Castellanos","IF","D","D","4","Venezuela","Zulia","Cabimas"
"1103","1993-94","V. Cole","Víctor Alexander Cole","P","A","D","1","Rusia","","Leningrado"
"1104","1993-94","D. Delcine","Domingo Delcine","P","D","D","5","Venezuela","Sucre","Guiria"
"1105","1993-94","L. Dorante","Luis Dorante","C","D","D","6","Venezuela","Falcon","Coro"
"1106","1993-94","T. Fortugno","Timothy Shawn Fortugno","P","Z","Z","1","USA","Massachusetts","Clinton"
"1107","1993-94","L. González","Luis González","P","D","D","7","Venezuela","Aragua","Maracay"
"1108","1993-94","M. González","Mario González","IF","D","D","3","Venezuela","Bolivar","San Felix"
"1109","1993-94","H. Guanchez","Harry Guanchez","1B","D","D","5","Venezuela","D.F.","Caracas"
"1110","1993-94","R. Guerra","Robert Guerra","2B","D","D","1","Venezuela","D.F.","Caracas"
"1111","1993-94","R. Hernández","Rafael Hernández","3B","D","D","2","Venezuela","D.F.","Caracas"
"1112","1993-94","J. Hurts","James Hurts","P","Z","Z","1","USA","Florida","Plantation"
"1113","1993-94","F. Lira","Antonio Felipe Lira","P","D","D","5","Venezuela","Miranda","Santa Teresa del Tuy"
"1114","1993-94","K. Lockhart","Keith Virgil Lockhart","2B","Z","D","2","USA","California","Whittier"
"1115","1993-94","A. Lorraine","Andrew Jason Lorraine","P","Z","Z","1","USA","California","Los Angeles"
"1116","1993-94","V. Lunar","Villalba Lunar","CF","","","1","Venezuela","Bolivar","San Felix"
"1117","1993-94","J. Manaure","Johanne Manaure","P","D","D","4","Venezuela","Falcon","Punto Fijo"
"1118","1993-94","J. Marchan","José Marchan","CF","Z","Z","4","Venezuela","Anzoategui","El Tigre"
"1119","1993-94","C. Martínez","Carlos Alberto Escobar Martínez","IF","D","D","11","Venezuela","Vargas","La Guaira"
"1120","1993-94","M. Matos","Malvin Matos","CF","D","D","3","Venezuela","Zulia","Bobure"
"1121","1993-94","D. Moeller","Dennis Michael Moeller","P","D","Z","1","USA","California","Tarzana"
"1122","1993-94","J. Monzon","José Monzon","C","D","D","7","Venezuela","Vargas","La Guaira"
"1123","1993-94","J. Mora","Jahije Mora","P","","","1","Venezuela","",""
"1124","1993-94","I. Oropeza","Igor Oropeza","P","D","D","3","Venezuela","Vargas","La Guaira"
"1125","1993-94","W. Oropeza","William Oropeza","C","D","D","1","Venezuela","Vargas","La Guaira"
"1126","1993-94","H. Ortega","Hector Ortega","CF","D","D","5","Venezuela","Carabobo","Puerto Cabello"
"1127","1993-94","H. Ovalles","Homy José Ovalles","IF","D","D","1","Venezuela","Miranda","Maporal"
"1128","1993-94","S. Pegues","Steven Antone Pegues","CF","D","D","2","USA","Misisipi","Pontotoc"
"1129","1993-94","R. Pérez Tovar","Raúl Pérez Tovar","CF","D","D","16","Venezuela","D.F.","Caracas"
"1130","1993-94","G. Pinto","Gustavo Pinto","P","D","D","7","Venezuela","Miranda","Higuerote"
"1131","1993-94","G. Polidor","Gustavo Adolfo Polidor González","IF","D","D","13","Venezuela","D.F.","Caracas"
"1132","1993-94","A. Prieto","Alejandro Antonio Prieto","3B","D","D","1","Venezuela","D.F.","Caracas"
"1133","1993-94","J. Quero","Juan Quero","P","Z","Z","4","Venezuela","Falcon","Punto Fijo"
"1134","1993-94","J. Ramos","Jairo Ramos","CF","Z","Z","5","Venezuela","Vargas","La Guaira"
"1135","1993-94","J. Ramos","José Luis Ramos","P","Z","Z","8","Venezuela","Sucre","Cumana"
"1136","1993-94","K. Rhodes","Karl Derrick Rhodes","CF","Z","Z","3","USA","Ohio","Cincinnati"
"1137","1993-94","L. Salazar","Luis Ernesto Salazar García","IF","D","D","17","Venezuela","Anzoategui","Barcelona"
"1138","1993-94","T. Shumpert","Terrance Darnell Shumpert","2B","D","D","1","USA","Kentucky","Paducah"
"1139","1993-94","M. Soto","Miguel Soto","C","D","D","3","Venezuela","Zulia","Maracaibo"
"1140","1993-94","C. Subero","Carlos I. Subero","IF","A","D","3","Venezuela","D.F.","Caracas"
"1141","1993-94","F. Torres","Freddy Torres","IF","D","D","5","Venezuela","Aragua","Maracay"
"1142","1993-94","L. Vázquez","Luis Eduardo Vázquez","P","D","D","8","Venezuela","Bolivar","Ciudad Bolivar"
"1143","1993-94","M. Zappelli","Mark John Zappelli","P","D","D","1","USA","California","Santa Rosa"
"1144","1994-95","A. Álvarez","Alejandro Álvarez","P","","","6","Venezuela","D.F.","Caracas"
"1145","1994-95","R. Álvarez","Rafael Ángel Álvarez Flores","CF","Z","Z","1","Venezuela","Carabobo","Valencia"
"1146","1994-95","H. Andrade","Heberto Andrade","C","D","D","7","Venezuela","Zulia","Maracaibo"
"1147","1994-95","H. Borges","Humberto Borges","CF","D","D","1","Venezuela","Vargas","La Guaira"
"1148","1994-95","E. Burgos","Enrique Burgos Calles","P","Z","Z","1","Panama","","Chorrera"
"1149","1994-95","A. Cabrera","Alexander Alberto Cabrera","1B","D","D","1","Venezuela","Monagas","Caripito"
"1150","1994-95","F. Campos","Frank Campos","P","D","D","9","Venezuela","D.F.","Caracas"
"1151","1994-95","M. Carrera","Mahali Carrera","IF","A","D","4","Venezuela","Lara","Barquisimeto"
"1152","1994-95","J. Carter","Jeff Carter","IF","A","D","2","USA","Illinois","Chicago"
"1153","1994-95","M. Castellanos","Miguel Castellanos","IF","D","D","5","Venezuela","Zulia","Cabimas"
"1154","1994-95","D. Delcine","Domingo Delcine","P","D","D","6","Venezuela","Sucre","Guiria"
"1155","1994-95","R. Espina","Rendy Espina","P","Z","Z","1","Venezuela","Zulia","Cabimas"
"1156","1994-95","S. Gavaghan","Sean Gavaghan","P","D","D","1","USA","Pensilnavia","Hunington Valley"
"1157","1994-95","H. Guanchez","Harry Guanchez","1B","D","D","6","Venezuela","D.F.","Caracas"
"1158","1994-95","R. Guerra","Robert Guerra","2B","D","D","2","Venezuela","D.F.","Caracas"
"1159","1994-95","O. Guillén","Oswaldo José Guillén Barrios","IF","Z","D","10","Venezuela","Miranda","Ocumare del Tuy"
"1160","1994-95","J. Hurts","James Hurts","P","Z","Z","2","USA","Florida","Plantation"
